CN,ESTN_UNIT_CN,RSCD,EVALID,ESTN_UNIT,STRATUMCD,STRATUM_DESCR,STATECD,P1POINTCNT,P2POINTCNT,EXPNS,ADJ_FACTOR_MACR,ADJ_FACTOR_SUBP,ADJ_FACTOR_MICR,ADJ_FACTOR_CWD,ADJ_FACTOR_FWD_SM,ADJ_FACTOR_FWD_LG,ADJ_FACTOR_DUFF,CREATED_DATE,MODIFIED_DATE,ADJ_FACTOR_PILE,ADJ_FACTOR_REGEN_MICR,ADJ_FACTOR_INV_SUBP,ADJ_FACTOR_P2VEG_SUBP,ADJ_FACTOR_GRNDLYR_MICROQUAD,ADJ_FACTOR_SOIL
99824108605331,107114033010661,24,108605,998,331,DUMMY ONE PER EXP,10,4123,25,32980.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
224109901034,107114034010661,24,109901,2,34,DUMMY ONE PER EXP,10,166,10,3316.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901036,107114034010661,24,109901,2,36,DUMMY ONE PER EXP,10,261,15,3482.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901037,107114034010661,24,109901,2,37,DUMMY ONE PER EXP,10,378,21,3597.619,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901044,107114034010661,24,109901,2,44,DUMMY ONE PER EXP,10,216,10,4328.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901050,107114034010661,24,109901,2,50,DUMMY ONE PER EXP,10,170,7,4863.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901055,107114034010661,24,109901,2,55,DUMMY ONE PER EXP,10,108,4,5410.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901057,107114034010661,24,109901,2,57,DUMMY ONE PER EXP,10,306,11,5557.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901061,107114034010661,24,109901,2,61,DUMMY ONE PER EXP,10,691,23,6007.5217,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901066,107114034010661,24,109901,2,66,DUMMY ONE PER EXP,10,555,17,6534.2353,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901069,107114034010661,24,109901,2,69,DUMMY ONE PER EXP,10,1945,57,6826.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224109901074,107114034010661,24,109901,2,74,DUMMY ONE PER EXP,10,1458,40,7289.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224108602028,107114020010661,24,108602,2,28,DUMMY ONE PER EXP,10,40,3,2663.3333,0.0,1.0,1.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
224109902034,107114036010661,24,109902,2,34,DUMMY ONE PER EXP,10,166,10,3316.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:53,2007-09-21 09:51:53,,,,,,
224108602029,107114020010661,24,108602,2,29,DUMMY ONE PER EXP,10,114,8,2839.375,0.0,1.0,1.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
99924108601001,107114019010661,24,108601,999,1,DUMMY ONE PER EXP,10,1711,5,68449.0,0.0,0.0,0.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
224108602003,107114020010661,24,108602,2,3,DUMMY ONE PER EXP,10,2,2,203.5,0.0,1.0,1.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
224108602008,107114020010661,24,108602,2,8,DUMMY ONE PER EXP,10,7,2,728.5,0.0,1.0,1.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
224108602011,107114020010661,24,108602,2,11,DUMMY ONE PER EXP,10,11,2,1114.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
224108602026,107114020010661,24,108602,2,26,DUMMY ONE PER EXP,10,38,3,2543.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
224108602027,107114020010661,24,108602,2,27,DUMMY ONE PER EXP,10,52,4,2584.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:51,2007-09-21 09:51:51,,,,,,
1226981691290487,1226988563290487,24,102007,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-07-26 13:23:27,2025-01-06 13:51:51,1.0,,,,,
1226981692290487,1226988564290487,24,102007,2,1,Canopy cover 0 - 5,10,3099787,26,26514.487501142612,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-07-26 13:23:27,2025-01-06 13:51:51,1.0,,,,,
1226981693290487,1226988564290487,24,102007,2,2,Canopy cover 6 - 100,10,1771810,13,30310.87884386862,0.0,1.0196078431372548,1.0196078431372548,1.0196078431372548,1.0196078431372548,1.0196078431372548,1.0196078431372548,2022-07-26 13:23:27,2025-01-06 13:51:51,1.0196078431372548,,,,,
1226979867290487,1226987794290487,24,102000,1,12345,Canopy cover 0 - 100,10,206774,11,4180.490909090909,0.0,1.0,1.0,,,,,2022-07-26 13:23:19,2022-07-26 13:23:21,,,,,,
1226979868290487,1226987795290487,24,102000,2,1,Canopy cover 0 - 5,10,3099787,206,3346.4887137364462,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226979869290487,1226987795290487,24,102000,2,2,Canopy cover 6 - 50,10,510323,41,2768.1270415785975,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226979872290487,1226987795290487,24,102000,2,3,Canopy cover 51 - 65,10,183290,14,2911.6251896891895,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226979870290487,1226987795290487,24,102000,2,4,Canopy cover 66 - 80,10,409221,33,2757.8377045313514,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226979871290487,1226987795290487,24,102000,2,5,Canopy cover 81 - 100,10,668976,63,2361.5368152442275,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226979873290487,1226987796290487,24,102000,3,1,Canopy cover 0 - 5,10,390474,35,2481.1254828888855,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226979874290487,1226987796290487,24,102000,3,5,Canopy cover 81 - 100,10,170018,14,2700.794370110446,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226979875290487,1226987796290487,24,102000,3,234,Canopy cover 6 - 80,10,192352,18,2376.5603842968208,0.0,1.0,1.0,,,,,2022-07-26 13:23:20,2022-07-26 13:23:21,,,,,,
1226980580290487,1226987805290487,24,102001,1,12345,Canopy cover 0 - 100,10,206774,11,4180.490909090909,0.0,1.0,1.0,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980581290487,1226987806290487,24,102001,2,1,Canopy cover 0 - 5,10,3099787,203,3395.9442119690043,0.0,1.004950495049505,1.004950495049505,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980582290487,1226987806290487,24,102001,2,2,Canopy cover 6 - 50,10,510323,33,3439.188142567348,0.0,1.0,1.0,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980585290487,1226987806290487,24,102001,2,3,Canopy cover 51 - 65,10,183290,11,3705.70478687715,0.0,1.0232558139534884,1.0232558139534884,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980583290487,1226987806290487,24,102001,2,4,Canopy cover 66 - 80,10,409221,23,3956.8975760667217,0.0,1.0952380952380953,1.0952380952380953,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980584290487,1226987806290487,24,102001,2,5,Canopy cover 81 - 100,10,668976,46,3234.278681747529,0.0,1.03954802259887,1.03954802259887,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980586290487,1226987807290487,24,102001,3,1,Canopy cover 0 - 5,10,390474,34,2554.099761797382,0.0,1.0074074074074073,1.0074074074074073,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980587290487,1226987807290487,24,102001,3,5,Canopy cover 81 - 100,10,170018,13,2908.5477831958647,0.0,1.0,1.0,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226980588290487,1226987807290487,24,102001,3,234,Canopy cover 6 - 80,10,192352,18,2376.5603842968208,0.0,1.0140845070422535,1.0140845070422535,,,,,2022-07-26 13:23:22,2022-07-26 13:23:22,,,,,,
1226981204290487,1226987904290487,24,102003,1,12345,Canopy cover 0 - 100,10,206774,11,4180.490909090909,0.0,1.0,1.0,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981205290487,1226987905290487,24,102003,2,1,Canopy cover 0 - 5,10,3099787,198,3481.7003789379187,0.0,1.0063532401524777,1.0063532401524777,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981206290487,1226987905290487,24,102003,2,2,Canopy cover 6 - 50,10,510323,31,3661.071248539435,0.0,1.0,1.0,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981209290487,1226987905290487,24,102003,2,3,Canopy cover 51 - 65,10,183290,10,4076.275265564865,0.0,1.0256410256410255,1.0256410256410255,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981207290487,1226987905290487,24,102003,2,4,Canopy cover 66 - 80,10,409221,16,5688.040265595912,0.0,1.0322580124870766,1.032258064516129,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981208290487,1226987905290487,24,102003,2,5,Canopy cover 81 - 100,10,668976,39,3814.790240009906,0.0,1.0263157894736843,1.0263157894736843,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981210290487,1226987906290487,24,102003,3,1,Canopy cover 0 - 5,10,390474,34,2554.099761797382,0.0,1.0074074074074073,1.0074074074074073,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981211290487,1226987906290487,24,102003,3,5,Canopy cover 81 - 100,10,170018,13,2908.5477831958647,0.0,1.0,1.0,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226981212290487,1226987906290487,24,102003,3,234,Canopy cover 6 - 80,10,192352,17,2516.3580539613395,0.0,1.0159200650188842,1.0149253508576852,,,,,2022-07-26 13:23:23,2022-07-26 13:23:26,,,,,,
1226984519290487,1226988586290487,24,102008,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-07-26 13:23:27,2022-07-26 13:23:29,,1.0,,,,
1226984520290487,1226988587290487,24,102008,2,1,Canopy cover 0 - 5,10,3099787,21,32827.46071570038,0.0,1.0,1.0,,,,,2022-07-26 13:23:27,2022-07-26 13:23:29,,1.0,,,,
1226984521290487,1226988587290487,24,102008,2,2,Canopy cover 6 - 100,10,1771810,13,30310.87884386862,0.0,1.0196078431372548,1.0196078431372548,,,,,2022-07-26 13:23:27,2022-07-26 13:23:29,,1.0196078431372548,,,,
1226984784290487,1226988588290487,24,102009,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-07-26 13:23:29,2022-07-26 13:23:29,,,1.0,,,
1226984785290487,1226988589290487,24,102009,2,1,Canopy cover 0 - 5,10,3099787,25,27575.067001188316,0.0,1.0,1.0,,,,,2022-07-26 13:23:29,2022-07-26 13:23:29,,,1.0,,,
1226984786290487,1226988589290487,24,102009,2,2,Canopy cover 6 - 100,10,1771810,13,30310.87884386862,0.0,1.0196078431372548,1.0196078431372548,,,,,2022-07-26 13:23:29,2022-07-26 13:23:29,,,1.0196078431372548,,,
1226984944290487,1226988590290487,24,102010,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-07-26 13:23:29,2022-07-26 13:23:30,,,,1.0,,
1226984945290487,1226988591290487,24,102010,2,1,Canopy cover 0 - 5,10,3099787,25,27575.067001188316,0.0,1.0,1.0,,,,,2022-07-26 13:23:29,2022-07-26 13:23:30,,,,1.0,,
1226984946290487,1226988591290487,24,102010,2,2,Canopy cover 6 - 100,10,1771810,13,30310.87884386862,0.0,1.0196078431372548,1.0196078431372548,,,,,2022-07-26 13:23:29,2022-07-26 13:23:30,,,,1.0196078431372548,,
1226985105290487,1226988592290487,24,102012,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-07-26 13:23:30,2022-07-26 13:23:31,,,,,,
1226985106290487,1226988593290487,24,102012,2,1,Canopy cover 0 - 5,10,3099787,26,26514.487501142612,0.0,1.0,1.0,,,,,2022-07-26 13:23:30,2022-07-26 13:23:31,,,,,,
1226985107290487,1226988593290487,24,102012,2,2,Canopy cover 6 - 100,10,1771810,13,30310.87884386862,0.0,1.0196078431372548,1.0196078431372548,,,,,2022-07-26 13:23:30,2022-07-26 13:23:31,,,,,,
1275874003290487,1275876763290487,24,102107,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-12-09 11:13:28,2025-01-06 13:52:23,1.0,,,,,
1275874004290487,1275876764290487,24,102107,2,1,Canopy cover 0 - 5,10,3099787,26,26514.487501142612,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-12-09 11:13:28,2025-01-06 13:52:23,1.0,,,,,
1275874005290487,1275876764290487,24,102107,2,2,Canopy cover 6 - 100,10,1771810,14,28145.816069306577,0.0,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,2022-12-09 11:13:28,2025-01-06 13:52:23,1.018181818181818,,,,,
1275872665290487,1275876001290487,24,102100,1,12345,Canopy cover 0 - 100,10,206774,12,3832.116666666667,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872666290487,1275876002290487,24,102100,2,1,Canopy cover 0 - 5,10,3099787,206,3346.4887137364462,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872667290487,1275876002290487,24,102100,2,2,Canopy cover 6 - 50,10,510323,41,2768.1270415785975,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872670290487,1275876002290487,24,102100,2,3,Canopy cover 51 - 65,10,183290,14,2911.6251896891895,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872668290487,1275876002290487,24,102100,2,4,Canopy cover 66 - 80,10,409221,32,2844.020132797956,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872669290487,1275876002290487,24,102100,2,5,Canopy cover 81 - 100,10,668976,64,2324.6378025060367,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872671290487,1275876003290487,24,102100,3,1,Canopy cover 0 - 5,10,390474,35,2481.1254828888855,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872672290487,1275876003290487,24,102100,3,5,Canopy cover 81 - 100,10,170018,14,2700.794370110446,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275872673290487,1275876003290487,24,102100,3,234,Canopy cover 6 - 80,10,192352,18,2376.5603842968208,0.0,1.0,1.0,,,,,2022-12-09 11:13:26,2022-12-09 11:13:26,,,,,,
1275873113290487,1275876005290487,24,102101,1,12345,Canopy cover 0 - 100,10,206774,12,3832.116666666667,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873114290487,1275876006290487,24,102101,2,1,Canopy cover 0 - 5,10,3099787,200,3446.8833751485395,0.0,1.0025062656641603,1.0025062656641603,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873115290487,1275876006290487,24,102101,2,2,Canopy cover 6 - 50,10,510323,33,3439.188142567348,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873118290487,1275876006290487,24,102101,2,3,Canopy cover 51 - 65,10,183290,11,3705.70478687715,0.0,1.0232558139534884,1.0232558139534884,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873116290487,1275876006290487,24,102101,2,4,Canopy cover 66 - 80,10,409221,23,3956.8975760667217,0.0,1.1156374733120114,1.108433734939759,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873117290487,1275876006290487,24,102101,2,5,Canopy cover 81 - 100,10,668976,45,3306.151541341919,0.0,1.0285714285714285,1.0285714285714285,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873119290487,1275876007290487,24,102101,3,1,Canopy cover 0 - 5,10,390474,33,2631.4967242760904,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873120290487,1275876007290487,24,102101,3,5,Canopy cover 81 - 100,10,170018,13,2908.5477831958647,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873121290487,1275876007290487,24,102101,3,234,Canopy cover 6 - 80,10,192352,18,2376.5603842968208,0.0,1.0140845070422535,1.0140845070422535,,,,,2022-12-09 11:13:27,2022-12-09 11:13:27,,,,,,
1275873512290487,1275876104290487,24,102103,1,12345,Canopy cover 0 - 100,10,206774,11,4180.490909090909,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873513290487,1275876105290487,24,102103,2,1,Canopy cover 0 - 5,10,3099787,196,3517.2279338250405,0.0,1.005128205128205,1.005128205128205,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873514290487,1275876105290487,24,102103,2,2,Canopy cover 6 - 50,10,510323,31,3661.071248539435,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873517290487,1275876105290487,24,102103,2,3,Canopy cover 51 - 65,10,183290,11,3705.70478687715,0.0,1.0232558139534884,1.0232558139534884,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873515290487,1275876105290487,24,102103,2,4,Canopy cover 66 - 80,10,409221,15,6067.242949968973,0.0,1.03448269916776,1.0344827586206897,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873516290487,1275876105290487,24,102103,2,5,Canopy cover 81 - 100,10,668976,40,3719.4204840096586,0.0,1.0126582278481013,1.0126582278481013,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873518290487,1275876106290487,24,102103,3,1,Canopy cover 0 - 5,10,390474,33,2631.4967242760904,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873519290487,1275876106290487,24,102103,3,5,Canopy cover 81 - 100,10,170018,13,2908.5477831958647,0.0,1.0,1.0,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275873520290487,1275876106290487,24,102103,3,234,Canopy cover 6 - 80,10,192352,17,2516.3580539613395,0.0,1.0159200650188842,1.0149253508576852,,,,,2022-12-09 11:13:27,2022-12-09 11:13:28,,,,,,
1275874056290487,1275876786290487,24,102108,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-12-09 11:13:28,2022-12-09 11:13:29,,1.0,,,,
1275874057290487,1275876787290487,24,102108,2,1,Canopy cover 0 - 5,10,3099787,21,32827.46071570038,0.0,1.0,1.0,,,,,2022-12-09 11:13:28,2022-12-09 11:13:29,,1.0,,,,
1275874058290487,1275876787290487,24,102108,2,2,Canopy cover 6 - 100,10,1771810,14,28145.816069306577,0.0,1.018181818181818,1.018181818181818,,,,,2022-12-09 11:13:28,2022-12-09 11:13:29,,1.018181818181818,,,,
1275874432290487,1275876788290487,24,102109,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-12-09 11:13:29,2022-12-09 11:13:30,,,1.0,,,
1275874433290487,1275876789290487,24,102109,2,1,Canopy cover 0 - 5,10,3099787,25,27575.067001188316,0.0,1.0,1.0,,,,,2022-12-09 11:13:29,2022-12-09 11:13:30,,,1.0,,,
1275874434290487,1275876789290487,24,102109,2,2,Canopy cover 6 - 100,10,1771810,14,28145.816069306577,0.0,1.018181818181818,1.018181818181818,,,,,2022-12-09 11:13:29,2022-12-09 11:13:30,,,1.018181818181818,,,
1275874593290487,1275876790290487,24,102110,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-12-09 11:13:30,2022-12-09 11:13:31,,,,1.0,,
1275874594290487,1275876791290487,24,102110,2,1,Canopy cover 0 - 5,10,3099787,25,27575.067001188316,0.0,1.0,1.0,,,,,2022-12-09 11:13:30,2022-12-09 11:13:31,,,,1.0,,
1275874595290487,1275876791290487,24,102110,2,2,Canopy cover 6 - 100,10,1771810,14,28145.816069306577,0.0,1.018181818181818,1.018181818181818,,,,,2022-12-09 11:13:30,2022-12-09 11:13:31,,,,1.018181818181818,,
1275874645290487,1275876792290487,24,102112,1,12,Canopy cover 0 - 100,10,959618,10,21341.42,0.0,1.0,1.0,,,,,2022-12-09 11:13:31,2022-12-09 11:13:31,,,,,,
1275874646290487,1275876793290487,24,102112,2,1,Canopy cover 0 - 5,10,3099787,26,26514.487501142612,0.0,1.0,1.0,,,,,2022-12-09 11:13:31,2022-12-09 11:13:31,,,,,,
1275874647290487,1275876793290487,24,102112,2,2,Canopy cover 6 - 100,10,1771810,14,28145.816069306577,0.0,1.018181818181818,1.018181818181818,,,,,2022-12-09 11:13:31,2022-12-09 11:13:31,,,,,,
1683660545290487,1683727753290487,24,102207,1,12,Canopy cover 0 - 100,10,929954,11,18801.545454545456,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2024-10-10 10:17:05,2025-01-06 13:53:03,1.0,,,,,
1683660546290487,1683727754290487,24,102207,2,1,Canopy cover 0 - 5,10,2812720,25,25021.37745927509,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2024-10-10 10:17:05,2025-01-06 13:53:03,1.0,,,,,
1683660547290487,1683727754290487,24,102207,2,2,Canopy cover 6 - 100,10,2086063,14,33137.83310843734,0.0,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,2024-10-10 10:17:05,2025-01-06 13:53:03,1.018181818181818,,,,,
1683659222290487,1683728461290487,24,102200,1,12345,Canopy cover 0 - 100,10,206969,12,3835.741666666667,0.0,1.0,1.0,,,,,2024-10-10 10:17:07,2024-10-10 10:17:07,,,,,,
1683659223290487,1683728462290487,24,102200,2,1,Canopy cover 0 - 5,10,2812720,191,3275.049706275323,0.0,1.0,1.0,,,,,2024-10-10 10:17:07,2024-10-10 10:17:07,,,,,,
1683659225290487,1683728462290487,24,102200,2,2,Canopy cover 6 - 50,10,589910,45,2915.399038777137,0.0,1.0,1.0,,,,,2024-10-10 10:17:07,2024-10-10 10:17:07,,,,,,
1683659226290487,1683728462290487,24,102200,2,5,Canopy cover 81 - 100,10,1124736,97,2578.7166450082614,0.0,1.0,1.0,,,,,2024-10-10 10:17:07,2024-10-10 10:17:07,,,,,,
1683659224290487,1683728462290487,24,102200,2,34,Canopy cover 51 - 80,10,371417,27,3059.3049922459577,0.0,1.0,1.0,,,,,2024-10-10 10:17:07,2024-10-10 10:17:07,,,,,,
1683659227290487,1683728463290487,24,102200,3,1,Canopy cover 0 - 5,10,341696,31,2451.3373782662247,0.0,1.0,1.0,,,,,2024-10-10 10:17:07,2024-10-10 10:17:07,,,,,,
1683659228290487,1683728463290487,24,102200,3,2345,Canopy cover 6 - 100,10,381289,33,2569.5982204165766,0.0,1.0,1.0,,,,,2024-10-10 10:17:07,2024-10-10 10:17:07,,,,,,
1683659774290487,1683728271290487,24,102201,1,12345,Canopy cover 0 - 100,10,206969,12,3835.741666666667,0.0,1.0,1.0,,,,,2024-10-10 10:17:06,2024-10-10 10:17:07,,,,,,
1683659775290487,1683728272290487,24,102201,2,1,Canopy cover 0 - 5,10,2812720,181,3455.9916789977165,0.0,1.0055555555555555,1.0055555555555555,,,,,2024-10-10 10:17:06,2024-10-10 10:17:07,,,,,,
1683659777290487,1683728272290487,24,102201,2,2,Canopy cover 6 - 50,10,589910,43,3050.9989940690966,0.0,1.0,1.0,,,,,2024-10-10 10:17:06,2024-10-10 10:17:07,,,,,,
1683659778290487,1683728272290487,24,102201,2,5,Canopy cover 81 - 100,10,1124736,71,3523.0354164197374,0.0,1.0578697043042602,1.0557620817843867,,,,,2024-10-10 10:17:06,2024-10-10 10:17:07,,,,,,
1683659776290487,1683728272290487,24,102201,2,34,Canopy cover 51 - 80,10,371417,18,4588.9574883689365,0.0,1.0,1.0,,,,,2024-10-10 10:17:06,2024-10-10 10:17:07,,,,,,
1683659779290487,1683728273290487,24,102201,3,1,Canopy cover 0 - 5,10,341696,31,2451.3373782662247,0.0,1.0,1.0,,,,,2024-10-10 10:17:06,2024-10-10 10:17:07,,,,,,
1683659780290487,1683728273290487,24,102201,3,2345,Canopy cover 6 - 100,10,381289,32,2649.8981648045947,0.0,1.0078740157480315,1.0078740157480315,,,,,2024-10-10 10:17:06,2024-10-10 10:17:07,,,,,,
1683660169290487,1683727776290487,24,102203,1,12345,Canopy cover 0 - 100,10,206969,11,4184.445454545455,0.0,1.0,1.0,,,,,2024-10-10 10:17:05,2024-10-10 10:17:06,,,,,,
1683660170290487,1683727777290487,24,102203,2,1,Canopy cover 0 - 5,10,2812720,178,3514.238729767341,0.0,1.0056497175141244,1.0056497175141244,,,,,2024-10-10 10:17:05,2024-10-10 10:17:06,,,,,,
1683660172290487,1683727777290487,24,102203,2,2,Canopy cover 6 - 50,10,589910,41,3199.8282132919794,0.0,1.0061349693251533,1.0061349693251533,,,,,2024-10-10 10:17:05,2024-10-10 10:17:06,,,,,,
1683660173290487,1683727777290487,24,102203,2,5,Canopy cover 81 - 100,10,1124736,59,4239.584992640701,0.0,1.0260869338374488,1.0260869565217392,,,,,2024-10-10 10:17:05,2024-10-10 10:17:06,,,,,,
1683660171290487,1683727777290487,24,102203,2,34,Canopy cover 51 - 80,10,371417,18,4588.9574883689365,0.0,1.0,1.0,,,,,2024-10-10 10:17:05,2024-10-10 10:17:06,,,,,,
1683660174290487,1683727778290487,24,102203,3,1,Canopy cover 0 - 5,10,341696,31,2451.3373782662247,0.0,1.0,1.0,,,,,2024-10-10 10:17:05,2024-10-10 10:17:06,,,,,,
1683660175290487,1683727778290487,24,102203,3,2345,Canopy cover 6 - 100,10,381289,31,2735.3787507660336,0.0,1.0086680375875263,1.0081300746909962,,,,,2024-10-10 10:17:05,2024-10-10 10:17:06,,,,,,
1683660598290487,1683727751290487,24,102208,1,12,Canopy cover 0 - 100,10,929954,11,18801.545454545456,0.0,1.0,1.0,,,,,2024-10-10 10:17:05,2024-10-10 10:17:05,,1.0,,,,
1683660599290487,1683727752290487,24,102208,2,1,Canopy cover 0 - 5,10,2812720,21,29787.35411818463,0.0,1.0,1.0,,,,,2024-10-10 10:17:05,2024-10-10 10:17:05,,1.0,,,,
