CN,EVAL_CN,RSCD,EVALID,ESTN_UNIT,ESTN_UNIT_DESCR,STATECD,AREALAND_EU,AREATOT_EU,AREA_USED,AREA_SOURCE,P1PNTCNT_EU,P1SOURCE,CREATED_DATE,MODIFIED_DATE
33427285020004,33427251020004,24,101101,2,Private Unit 1,10,,1116015.4,1116015.4,Pixel count,5018171,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 08:59:44,2014-05-20 14:32:55
33427286020004,33427251020004,24,101101,3,Public Unit 1,10,,134831.2,134831.2,Pixel count,606270,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 08:59:46,2014-05-20 14:32:55
33427357020004,33427252020004,24,101103,1,Inland Census Water Unit 1,10,,45985.3,45985.3,Pixel count,206774,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 09:01:16,2014-05-20 14:32:55
33427358020004,33427252020004,24,101103,2,Private Unit 1,10,,1116015.4,1116015.4,Pixel count,5018171,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 09:01:25,2014-05-20 14:32:55
107114019010661,107106402010661,24,108601,999,999,10,342245.0,0.0,342245.0,US CENSUS 1980,1711,,2007-09-21 09:51:51,2012-01-03 08:33:49
107114020010661,107106403010661,24,108602,2,2,10,1269616.0,0.0,1269616.0,US CENSUS 1980,6348,,2007-09-21 09:51:51,2012-01-03 08:33:49
107114021010661,107106403010661,24,108602,999,999,10,342245.0,0.0,342245.0,US CENSUS 1980,1711,,2007-09-21 09:51:52,2012-01-03 08:33:49
107114022010661,107106404010661,24,108603,1,1,10,109450.0,0.0,109450.0,US CENSUS 1980,546,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114023010661,107106404010661,24,108603,3,3,10,63785.0,0.0,63785.0,US CENSUS 1980,320,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114024010661,107106404010661,24,108603,5,5,10,236076.0,0.0,236076.0,US CENSUS 1980,1181,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114025010661,107106404010661,24,108603,998,998,10,824500.0,0.0,824500.0,US CENSUS 1980,4123,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114026010661,107106405010661,24,108604,1,1,10,109450.0,0.0,109450.0,US CENSUS 1980,546,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114027010661,107106405010661,24,108604,3,3,10,63785.0,0.0,63785.0,US CENSUS 1980,320,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114018010661,107106402010661,24,108601,2,2,10,1250969.0,0.0,1250969.0,US CENSUS 1980,6254,,2007-09-21 09:51:50,2012-01-03 08:33:49
107114028010661,107106405010661,24,108604,5,5,10,236076.0,0.0,236076.0,US CENSUS 1980,1181,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114029010661,107106405010661,24,108604,998,998,10,824500.0,0.0,824500.0,US CENSUS 1980,4123,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114030010661,107106406010661,24,108605,1,1,10,109450.0,0.0,109450.0,US CENSUS 1980,546,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114031010661,107106406010661,24,108605,3,3,10,63785.0,0.0,63785.0,US CENSUS 1980,320,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114032010661,107106406010661,24,108605,5,5,10,236076.0,0.0,236076.0,US CENSUS 1980,1181,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114033010661,107106406010661,24,108605,998,998,10,824500.0,0.0,824500.0,US CENSUS 1980,4123,,2007-09-21 09:51:52,2012-01-03 08:33:50
107114034010661,107106408010661,24,109901,2,2,10,1250925.0,0.0,1250925.0,US CENSUS 1990,6254,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114035010661,107106408010661,24,109901,999,999,10,342246.0,0.0,342246.0,US CENSUS 1990,1711,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114036010661,107106409010661,24,109902,2,2,10,1250925.0,0.0,1250925.0,US CENSUS 1990,6254,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114037010661,107106409010661,24,109902,999,999,10,342246.0,0.0,342246.0,US CENSUS 1990,1711,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114038010661,107106410010661,24,109903,1,1,10,347078.0,0.0,347078.0,US CENSUS 1990,1737,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114039010661,107106410010661,24,109903,3,3,10,299012.0,0.0,299012.0,US CENSUS 1990,1496,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114040010661,107106410010661,24,109903,5,5,10,291627.0,0.0,291627.0,US CENSUS 1990,1458,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114041010661,107106410010661,24,109903,998,998,10,313208.0,0.0,313208.0,US CENSUS 1990,1566,,2007-09-21 09:51:53,2012-01-03 08:34:06
107114042010661,107106411010661,24,109904,1,1,10,347078.0,0.0,347078.0,US CENSUS 1990,1737,,2007-09-21 09:51:54,2012-01-03 08:34:06
107114043010661,107106411010661,24,109904,3,3,10,299012.0,0.0,299012.0,US CENSUS 1990,1496,,2007-09-21 09:51:54,2012-01-03 08:34:06
107114044010661,107106411010661,24,109904,5,5,10,291627.0,0.0,291627.0,US CENSUS 1990,1458,,2007-09-21 09:51:54,2012-01-03 08:34:06
107114045010661,107106411010661,24,109904,998,998,10,313208.0,0.0,313208.0,US CENSUS 1990,1566,,2007-09-21 09:51:54,2012-01-03 08:34:06
33427359020004,33427252020004,24,101103,3,Public Unit 1,10,,134831.2,134831.2,Pixel count,606270,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 09:01:34,2014-05-20 14:32:55
389144868489998,389144863489998,24,101507,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2016-06-02 14:23:41,
352258104489998,352256658489998,24,101500,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:36,
352258105489998,352256658489998,24,101500,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:38,
352258106489998,352256658489998,24,101500,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:38,
352258108489998,352256659489998,24,101501,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:39,
352258109489998,352256659489998,24,101501,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:39,
352258110489998,352256659489998,24,101501,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:39,
352258185489998,352256660489998,24,101503,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:40,
352258186489998,352256660489998,24,101503,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:40,
352258187489998,352256660489998,24,101503,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:41,
352258225489998,352256661489998,24,101508,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2015-10-23 07:24:41,
467228978489998,467220585489998,24,101600,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:06,
467228979489998,467220585489998,24,101600,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:06,
467228980489998,467220585489998,24,101600,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:07,
467228883489998,467220586489998,24,101601,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:05,
467228884489998,467220586489998,24,101601,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:05,
467228885489998,467220586489998,24,101601,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:06,
467220603489998,467220587489998,24,101603,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:03,
467220604489998,467220587489998,24,101603,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:03,
467220605489998,467220587489998,24,101603,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:04,
467229248489998,467220588489998,24,101607,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:01:07,
467220602489998,467220589489998,24,101608,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2017-04-17 15:00:01,
531182076126144,531182043126144,24,101700,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:34,
531182077126144,531182043126144,24,101700,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:35,
531182078126144,531182043126144,24,101700,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:35,
531182080126144,531182044126144,24,101701,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:36,
531182081126144,531182044126144,24,101701,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:36,
531182082126144,531182044126144,24,101701,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:36,
531182175126144,531182045126144,24,101703,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:36,
531182176126144,531182045126144,24,101703,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:37,
531182177126144,531182045126144,24,101703,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:38,
531182858126144,531182046126144,24,101707,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:23:30,
531182855126144,531182047126144,24,101708,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2018-04-20 07:22:40,
669544368126144,669543757126144,24,101800,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:04,
669544370126144,669543757126144,24,101800,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:04,
669544371126144,669543757126144,24,101800,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:04,
669544373126144,669543758126144,24,101801,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:06,
669544374126144,669543758126144,24,101801,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:06,
669544375126144,669543758126144,24,101801,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:06,
669544472126144,669543759126144,24,101803,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:08,
669544473126144,669543759126144,24,101803,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:08,
669544474126144,669543759126144,24,101803,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:08,
669545388126144,669543760126144,24,101807,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:08:20,
669545384126144,669543764126144,24,101812,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2019-06-12 15:07:22,
694483941126144,694483930126144,24,101810,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2019-08-12 08:33:48,
809971006290487,809970862290487,24,101808,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2021-01-06 14:09:13,
943951514290487,943942491290487,24,101809,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2022-01-20 15:06:15,
734080605290487,734078511290487,24,101900,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:32,
734080606290487,734078511290487,24,101900,2,Private Unit 1,10,,1084379.4,1084379.4,Pixel count,4875919,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:32,
734080607290487,734078511290487,24,101900,3,Public Unit 1,10,,166467.6,166467.6,Pixel count,748522,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:33,
734080609290487,734078512290487,24,101901,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:34,
734080610290487,734078512290487,24,101901,2,Private Unit 1,10,,1084379.4,1084379.4,Pixel count,4875919,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:34,
734080611290487,734078512290487,24,101901,3,Public Unit 1,10,,166467.6,166467.6,Pixel count,748522,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:34,
734080708290487,734078513290487,24,101903,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:34,
734080709290487,734078513290487,24,101903,2,Private Unit 1,10,,1084379.4,1084379.4,Pixel count,4875919,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:34,
734080710290487,734078513290487,24,101903,3,Public Unit 1,10,,166467.6,166467.6,Pixel count,748522,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:35,
734081427290487,734078517290487,24,101912,1,Inland Census Water Public State 10,10,,212453.0,212453.0,Pixel count,955296,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:41,
734081428290487,734078517290487,24,101912,2,Private State 10,10,,1084379.3,1084379.3,Pixel count,4875919,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:41,
734081399290487,734078631290487,24,101907,1,Inland Census Water Public State 10,10,,212453.0,212453.0,Pixel count,955296,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:37,
734081400290487,734078631290487,24,101907,2,Private State 10,10,,1084379.3,1084379.3,Pixel count,4875919,NLCD LANDSAT 2016 Tree Canopy Cover,2020-03-24 12:28:37,
809992732290487,809992590290487,24,101908,1,Public Inland Census Water Private State 10,10,,1296832.3,1296832.3,Pixel count,5831215,NLCD LANDSAT 2016 Tree Canopy Cover,2021-01-07 07:46:40,
826229855290487,826229697290487,24,101910,1,Inland Census Water Public State 10,10,,212453.0,212453.0,Pixel count,955296,NLCD LANDSAT 2016 Tree Canopy Cover,2021-03-22 14:50:16,
826229856290487,826229697290487,24,101910,2,Private State 10,10,,1084379.3,1084379.3,Pixel count,4875919,NLCD LANDSAT 2016 Tree Canopy Cover,2021-03-22 14:50:16,
943951529290487,943942492290487,24,101909,1,Inland Census Water Public State 10,10,,212453.0,212453.0,Pixel count,955296,NLCD LANDSAT 2016 Tree Canopy Cover,2022-01-20 15:06:16,
943951530290487,943942492290487,24,101909,2,Private State 10,10,,1084379.3,1084379.3,Pixel count,4875919,NLCD LANDSAT 2016 Tree Canopy Cover,2022-01-20 15:06:16,
1783175291290487,1783156110290487,24,102303,2,Private Unit 1,10,,1089464.2,1089464.2,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:13,
1783175292290487,1783156110290487,24,102303,3,Public Unit 1,10,,160788.2,160788.2,Pixel count,722985,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:13,
1783175808290487,1783156111290487,24,102308,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:14,
1783175809290487,1783156111290487,24,102308,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:14,
1783175810290487,1783156112290487,24,102309,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:15,
1783175811290487,1783156112290487,24,102309,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:15,
1783175812290487,1783156113290487,24,102310,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:15,
1783175813290487,1783156113290487,24,102310,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:15,
1783175814290487,1783156114290487,24,102312,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:16,
1783175815290487,1783156114290487,24,102312,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:16,
1783175785290487,1783156117290487,24,102307,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:14,
1783175786290487,1783156117290487,24,102307,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:14,
192207524010661,192188648010661,24,100701,1,PRVT_CNTY_GRP_5,10,,570461.8,570461.8,Pixel count,2565088,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:35,2014-05-20 14:29:07
192207525010661,192188648010661,24,100701,2,PRVT_CNTY_GRP_901,10,,583921.2,583921.2,Pixel count,2625602,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:35,2014-05-20 14:29:07
192207568010661,192188648010661,24,100701,3,PUB_UNIT_1,10,,102300.5,102300.5,Pixel count,459997,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:35,2014-05-20 14:29:07
192207573010661,192188648010661,24,100701,4,WATER_UNIT_1,10,,40380.5,40380.5,Pixel count,181572,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:35,2014-05-20 14:29:07
192207520010661,192206266010661,24,100700,1,PRVT_CNTY_GRP_5,10,,570461.8,570461.8,Pixel count,2565088,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:34,2014-05-20 14:29:07
192207521010661,192206266010661,24,100700,2,PRVT_CNTY_GRP_901,10,,583921.2,583921.2,Pixel count,2625602,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:35,2014-05-20 14:29:07
192207522010661,192206266010661,24,100700,3,PUB_UNIT_1,10,,102300.5,102300.5,Pixel count,459997,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:35,2014-05-20 14:29:07
192207523010661,192206266010661,24,100700,4,WATER_UNIT_1,10,,40380.5,40380.5,Pixel count,181572,NLCD LANDSAT 2001 Tree Canopy Cover,2009-04-07 14:07:35,2014-05-20 14:29:07
195344135020004,195344109020004,24,101200,1,Inland Census Water Unit 1,10,,45985.3,45985.3,Pixel count,206774,NLCD LANDSAT 2001 Tree Canopy Cover,2013-04-18 13:31:00,2014-05-20 14:32:51
